url,page_type,subtype,priority,gsc_position,estimated_rank,phase_id,phase_label,top_action,actions
https://simplyenak.com/tours,supporting,page:tours,0.5,1.3,,5,Maintenance (Position 1–5),Monitor position daily via GSC / rank tracker,"Monitor position daily via GSC / rank tracker
Refresh content quarterly with new information / data
Watch competitor pages for new content or features
Respond to new reviews and maintain Google Business Profile
Continue building new backlinks at sustaining pace"
https://simplyenak.com/contact,supporting,page:contact,0.5,1.7,,5,Maintenance (Position 1–5),Monitor position daily via GSC / rank tracker,"Monitor position daily via GSC / rank tracker
Refresh content quarterly with new information / data
Watch competitor pages for new content or features
Respond to new reviews and maintain Google Business Profile
Continue building new backlinks at sustaining pace"
https://simplyenak.com/about,supporting,page:about,0.5,2.0,,5,Maintenance (Position 1–5),Monitor position daily via GSC / rank tracker,"Monitor position daily via GSC / rank tracker
Refresh content quarterly with new information / data
Watch competitor pages for new content or features
Respond to new reviews and maintain Google Business Profile
Continue building new backlinks at sustaining pace"
https://simplyenak.com/tours/kuala-lumpur-street-food,tour,tour:kuala-lumpur-street-food,0.5,2.7,,5,Maintenance (Position 1–5),Monitor position daily via GSC / rank tracker,"Monitor position daily via GSC / rank tracker
Refresh content quarterly with new information / data
Watch competitor pages for new content or features
Respond to new reviews and maintain Google Business Profile
Continue building new backlinks at sustaining pace"
https://simplyenak.com/how-it-works,supporting,page:how-it-works,0.5,3.0,,5,Maintenance (Position 1–5),Monitor position daily via GSC / rank tracker,"Monitor position daily via GSC / rank tracker
Refresh content quarterly with new information / data
Watch competitor pages for new content or features
Respond to new reviews and maintain Google Business Profile
Continue building new backlinks at sustaining pace"
https://simplyenak.com/tours/segments/food-tours-for-families-kuala-lumpur,colony,segment:food-tours-for-families-kuala-lumpur,0.5,3.9,,5,Maintenance (Position 1–5),Monitor position daily via GSC / rank tracker,"Monitor position daily via GSC / rank tracker
Refresh content quarterly with new information / data
Watch competitor pages for new content or features
Respond to new reviews and maintain Google Business Profile
Continue building new backlinks at sustaining pace"
https://simplyenak.com/tours/segments/food-tours-for-couples-kuala-lumpur,colony,segment:food-tours-for-couples-kuala-lumpur,0.5,4.2,,5,Maintenance (Position 1–5),Monitor position daily via GSC / rank tracker,"Monitor position daily via GSC / rank tracker
Refresh content quarterly with new information / data
Watch competitor pages for new content or features
Respond to new reviews and maintain Google Business Profile
Continue building new backlinks at sustaining pace"
https://simplyenak.com/directions,supporting,page:directions,0.5,4.5,,5,Maintenance (Position 1–5),Monitor position daily via GSC / rank tracker,"Monitor position daily via GSC / rank tracker
Refresh content quarterly with new information / data
Watch competitor pages for new content or features
Respond to new reviews and maintain Google Business Profile
Continue building new backlinks at sustaining pace"
https://simplyenak.com/stories/gluten-free-guide-penang,blog,blog:gluten-free-guide-penang,0.5,4.9,,5,Maintenance (Position 1–5),Monitor position daily via GSC / rank tracker,"Monitor position daily via GSC / rank tracker
Refresh content quarterly with new information / data
Watch competitor pages for new content or features
Respond to new reviews and maintain Google Business Profile
Continue building new backlinks at sustaining pace"
https://simplyenak.com/tours/why-simply-enak,tour,tour:why-simply-enak,0.5,5.2,,5,Maintenance (Position 1–5),Monitor position daily via GSC / rank tracker,"Monitor position daily via GSC / rank tracker
Refresh content quarterly with new information / data
Watch competitor pages for new content or features
Respond to new reviews and maintain Google Business Profile
Continue building new backlinks at sustaining pace"
https://simplyenak.com/stories/jain-guide-penang,blog,blog:jain-guide-penang,0.5,5.4,,5,Maintenance (Position 1–5),Monitor position daily via GSC / rank tracker,"Monitor position daily via GSC / rank tracker
Refresh content quarterly with new information / data
Watch competitor pages for new content or features
Respond to new reviews and maintain Google Business Profile
Continue building new backlinks at sustaining pace"
